Flight_ID,Date,Time,Aircraft_Type,Aircraft_Age,Flight_Hours,Crew_Experience,Pilot_Error_Flag,Altitude,Airspeed,Weather_Condition,Visibility,Wind_Speed,Temperature,Icing_Condition,Mechanical_Failure_Flag,Engine_Failure_Type,Maintenance_History,Air_Traffic_Control_Issue,Flight_Phase,Terrain_Type,Crash_Severity,Casualties,Survivors,External_Factor,Flight_Data_Anomaly_Score,Crash_Cause,Crash_Risk_Score
FL3132,23-12-2020,19:55:25,Boeing 787,4,49741,14532,FALSE,7633,437,Fog,1.6,9,-18,TRUE,TRUE,Compressor Stall,5,TRUE,Cruise,Mountain,Minor,0,220,Terrorism,0.24,Human Error,0.87
FL2063,03-11-2020,11:03:55,Boeing 747-400,22.3,24557,10583,TRUE,25457,115,Snow,4.7,24,-1,FALSE,TRUE,Compressor Stall,3,FALSE,Approach,Runway,Minor,0,317,Bird Strike,0.11,Weather,0.43
FL8034,17-10-2022,15:24:53,Airbus A330,11.9,20104,10607,TRUE,1534,112,Snow,7.8,3,18,FALSE,FALSE,None,0,TRUE,Takeoff,Urban,Minor,0,89,None,0.3,Weather,0.8
FL9560,02-09-2019,08:38:20,Boeing 737-900,7.6,44216,17758,TRUE,12496,319,Rain,3.8,4,25,FALSE,FALSE,Compressor Stall,0,TRUE,Cruise,Urban,Non-Fatal,0,64,Bird Strike,0.83,ATC,0.3
FL3708,22-09-2019,02:48:32,Cessna 172,6.7,17842,7772,FALSE,32037,236,Fog,12.1,23,15,TRUE,FALSE,Compressor Stall,0,FALSE,Climb,Urban,Minor,0,159,Bird Strike,0.88,ATC,0.59
FL2129,09-04-2019,03:14:20,Boeing 737-900,3.9,65620,15989,TRUE,535,181,Fog,13.1,26,38,TRUE,FALSE,Fuel System,0,TRUE,Approach,Runway,Non-Fatal,0,305,None,0.8,ATC,0.09
FL2690,12-07-2020,01:54:22,Embraer E190,22.4,27231,7582,TRUE,14022,231,Snow,4.2,13,9,TRUE,FALSE,Bird Strike,4,TRUE,Takeoff,Ocean,Fatal,178,25,None,0.7,Weather,0.99
FL2575,17-09-2022,00:07:07,Boeing 777,11.3,56018,11582,TRUE,21356,498,Rain,9.8,15,21,TRUE,TRUE,None,1,FALSE,Cruise,Runway,Non-Fatal,0,31,Terrorism,0.19,External,0.31
FL3346,24-10-2018,05:48:08,Bombardier CRJ,12.9,66106,5483,TRUE,4452,107,Fog,14.9,20,-16,FALSE,FALSE,Bird Strike,1,TRUE,Landing,Mountain,Fatal,151,84,Bird Strike,0.27,ATC,0.22
FL1575,17-10-2021,03:19:35,Boeing 737-900,9.9,35886,5072,FALSE,3521,279,Storm,0.9,21,36,FALSE,FALSE,Fuel System,2,FALSE,Cruise,Urban,Non-Fatal,0,51,None,0.38,Weather,0.28
FL9570,20-10-2022,13:33:08,Airbus A321,24,9279,9002,TRUE,7566,249,Snow,5.2,31,17,FALSE,TRUE,Bird Strike,1,TRUE,Cruise,Urban,Non-Fatal,0,79,Bird Strike,0.37,ATC,0.86
FL1943,22-02-2023,02:38:12,Embraer E190,1.2,31800,13841,FALSE,5636,259,Clear,2.2,12,11,TRUE,TRUE,Bird Strike,0,FALSE,Approach,Mountain,Fatal,253,91,None,0.93,Human Error,0.36
FL0992,14-11-2022,03:51:09,Bombardier CRJ,23.2,9720,9954,TRUE,23041,351,Rain,3.3,8,40,FALSE,FALSE,None,0,FALSE,Takeoff,Mountain,Minor,0,59,Terrorism,0.36,External,0.71
FL2482,15-04-2024,17:05:57,Airbus A330,11.3,26391,19507,FALSE,4805,216,Storm,4.3,14,-14,TRUE,FALSE,Compressor Stall,2,TRUE,Cruise,Urban,Non-Fatal,0,48,Bird Strike,0.89,Human Error,0.71
FL3431,27-12-2022,12:04:35,Bombardier CRJ,22.6,38305,2234,TRUE,27022,480,Snow,7.7,11,-4,FALSE,FALSE,None,5,FALSE,Takeoff,Rural,Minor,0,9,Bird Strike,0.63,External,0.75
FL4207,31-10-2018,07:13:27,Boeing 787,3.2,5945,15416,TRUE,14411,310,Rain,7.7,17,6,TRUE,FALSE,None,2,TRUE,Takeoff,Mountain,Fatal,22,88,Terrorism,0.82,Human Error,0.59
FL7565,13-04-2023,12:59:20,Airbus A350,14.4,7136,9921,FALSE,13658,401,Rain,12.9,17,28,TRUE,TRUE,None,2,FALSE,Descent,Runway,Minor,0,274,None,0.46,Human Error,0.05
FL5684,17-08-2022,11:24:33,Airbus A320,21.1,13880,10867,FALSE,16098,436,Clear,12.5,30,28,FALSE,FALSE,None,4,FALSE,Cruise,Mountain,Fatal,128,145,Terrorism,0.29,External,0.64
FL9734,22-12-2023,22:10:06,Airbus A321,21.8,50698,7956,FALSE,35738,341,Storm,6.5,6,9,FALSE,FALSE,Fuel System,2,FALSE,Cruise,Rural,Non-Fatal,0,132,None,0.55,External,0.47
FL2032,23-10-2021,07:33:38,Boeing 777,24.8,58253,6760,FALSE,6367,243,Fog,2.1,8,8,TRUE,FALSE,None,1,FALSE,Descent,Rural,Fatal,303,11,Bird Strike,0.62,External,0.33
FL7552,25-12-2019,20:56:41,Airbus A350,6.7,14534,14822,TRUE,38802,171,Snow,4.9,4,34,TRUE,FALSE,Compressor Stall,1,FALSE,Landing,Runway,Non-Fatal,0,59,Bird Strike,0.43,Mechanical Failure,0.62
FL9033,28-09-2019,09:06:50,Boeing 787,17.5,37260,16070,FALSE,26546,267,Snow,1,25,-14,TRUE,TRUE,Fuel System,5,TRUE,Approach,Ocean,Minor,0,135,Bird Strike,1,Human Error,0.61
FL6672,09-06-2023,15:48:58,Embraer E190,15.1,8920,11061,TRUE,11385,287,Storm,9.4,12,-4,FALSE,FALSE,Fuel System,5,TRUE,Approach,Ocean,Minor,0,267,Terrorism,0.66,External,0.44
FL4382,31-01-2022,18:54:51,Boeing 787,9.2,52845,5981,TRUE,7972,170,Rain,5.8,28,-11,TRUE,FALSE,Compressor Stall,3,TRUE,Approach,Mountain,Minor,0,301,Bird Strike,0.67,ATC,0.44
FL8080,21-02-2021,20:01:22,Boeing 747-800,1.9,26557,16613,FALSE,35156,429,Rain,5.5,16,35,TRUE,TRUE,Fuel System,1,FALSE,Descent,Rural,Non-Fatal,0,5,Terrorism,0.69,Human Error,0.98
FL5831,29-07-2022,04:24:07,Airbus A319,19.7,47768,2954,FALSE,37094,114,Snow,7.6,29,-10,FALSE,TRUE,None,2,FALSE,Landing,Mountain,Non-Fatal,0,123,None,0.52,ATC,0.22
FL5937,13-12-2023,01:07:07,Boeing 737-900,7.3,43474,4069,TRUE,27449,135,Snow,8.9,22,-3,FALSE,TRUE,None,5,FALSE,Cruise,Rural,Minor,0,136,Terrorism,0.06,Human Error,0.74
FL0058,24-03-2020,08:50:00,Boeing 787,8,32182,4126,FALSE,36141,361,Rain,6.9,10,4,FALSE,FALSE,Bird Strike,4,TRUE,Cruise,Runway,Non-Fatal,0,67,Terrorism,0.44,Mechanical Failure,0.53
FL4576,22-04-2020,05:15:22,Bombardier CRJ,8,22559,10468,FALSE,8831,394,Fog,8.6,18,1,TRUE,TRUE,Compressor Stall,4,FALSE,Landing,Mountain,Minor,0,180,None,0.7,Weather,0.61
FL1673,15-01-2019,23:50:38,Airbus A350,5.1,34819,13494,TRUE,8636,258,Rain,0.5,10,27,TRUE,FALSE,Bird Strike,5,TRUE,Approach,Rural,Minor,0,281,None,0.27,ATC,0.78
FL1044,19-01-2021,10:33:56,Bombardier CRJ,12.7,8091,15703,TRUE,36031,310,Storm,12.6,34,13,TRUE,TRUE,None,5,TRUE,Cruise,Urban,Minor,0,52,Terrorism,0.44,Weather,0.01
FL5944,26-05-2023,19:37:57,Boeing 737-900,17.2,53606,16812,FALSE,36728,168,Snow,13.6,32,22,TRUE,TRUE,Bird Strike,5,FALSE,Approach,Rural,Fatal,163,175,None,0.44,Human Error,0.26
FL0032,06-01-2025,07:54:41,Airbus A350,22.5,31734,10474,TRUE,17653,542,Clear,13.4,10,-9,FALSE,TRUE,None,1,TRUE,Landing,Runway,Non-Fatal,0,52,None,0.9,Mechanical Failure,0.51
FL5297,14-12-2018,23:46:14,Airbus A319,2.5,63250,11128,TRUE,8455,482,Clear,3.9,2,15,FALSE,TRUE,Fuel System,0,FALSE,Descent,Runway,Non-Fatal,0,138,Bird Strike,0.97,ATC,0.09
FL1300,10-09-2024,11:10:59,Boeing 767,18.6,45211,3895,FALSE,21014,465,Snow,11.5,3,43,FALSE,FALSE,Fuel System,5,FALSE,Cruise,Rural,Non-Fatal,0,107,None,0.51,ATC,0.18
FL6544,05-06-2022,06:14:00,Airbus A380,6.4,13422,13166,FALSE,28398,486,Clear,1.6,29,13,FALSE,FALSE,Compressor Stall,4,TRUE,Climb,Rural,Fatal,138,85,None,0.07,Weather,0.79
FL3539,27-09-2023,20:00:55,Boeing 767,7.4,10244,6362,FALSE,38110,130,Clear,4.3,28,-15,FALSE,FALSE,Bird Strike,2,TRUE,Cruise,Ocean,Minor,0,229,Bird Strike,0.14,Human Error,0.92
FL4196,14-05-2022,04:40:23,Cessna 172,20.1,15752,5960,FALSE,18069,187,Clear,3.8,14,15,TRUE,FALSE,Fuel System,3,TRUE,Descent,Urban,Fatal,141,162,Terrorism,0.77,Mechanical Failure,0.66
FL0290,26-11-2020,06:53:55,Boeing 737-800,6.6,20089,18090,FALSE,22671,496,Rain,9,30,33,FALSE,TRUE,None,0,TRUE,Cruise,Mountain,Non-Fatal,0,92,Terrorism,0.66,Weather,0.22
FL0668,23-02-2024,11:42:26,Boeing 737-600,10.7,31858,1492,FALSE,36452,487,Fog,4.9,32,24,TRUE,TRUE,Bird Strike,0,FALSE,Descent,Ocean,Non-Fatal,0,139,None,0.56,ATC,0.72
FL6531,28-01-2019,21:14:30,Airbus A380,12.1,67682,9272,TRUE,3475,390,Storm,7.6,14,5,TRUE,FALSE,Fuel System,0,TRUE,Climb,Urban,Fatal,292,45,None,0,ATC,0.13
FL6940,20-02-2019,10:01:31,Bombardier CRJ,10.6,5023,12687,TRUE,21809,311,Snow,13.3,23,37,FALSE,FALSE,None,4,FALSE,Takeoff,Urban,Non-Fatal,0,317,Terrorism,0,External,0.25
FL6018,29-12-2023,21:11:56,Boeing 747-800,10.4,11097,14980,FALSE,21680,371,Storm,8,27,43,FALSE,FALSE,Bird Strike,0,FALSE,Takeoff,Rural,Minor,0,166,Terrorism,0.41,Mechanical Failure,0.49
FL0092,18-03-2020,19:44:33,Embraer E190,21.9,22998,15099,TRUE,40710,421,Clear,10.4,27,9,FALSE,TRUE,Fuel System,0,FALSE,Climb,Ocean,Non-Fatal,0,221,None,0.71,Weather,0.1
FL4037,27-01-2022,04:19:28,Boeing 747-400,15.3,11031,9331,FALSE,27529,534,Storm,8.2,1,44,TRUE,FALSE,Compressor Stall,3,TRUE,Approach,Urban,Minor,0,137,Bird Strike,0.27,Weather,0.83
FL4309,24-03-2025,05:53:27,Boeing 737-600,15.9,32946,11248,FALSE,17453,222,Rain,10.6,25,28,TRUE,FALSE,None,1,TRUE,Climb,Ocean,Fatal,181,105,None,0.85,Human Error,0.87
FL7817,08-10-2023,15:15:53,Boeing 767,7.3,27745,16533,TRUE,24957,357,Clear,2.6,1,-11,TRUE,FALSE,None,0,FALSE,Takeoff,Runway,Non-Fatal,0,189,Bird Strike,0.48,ATC,0.82
FL0211,04-10-2019,16:30:27,Airbus A350,1,53662,2581,TRUE,28168,380,Rain,13.4,17,-17,TRUE,TRUE,Fuel System,5,FALSE,Descent,Rural,Minor,0,125,Bird Strike,0.98,Weather,0.76
FL8248,11-06-2020,15:52:37,Airbus A319,24.1,56244,18946,TRUE,19607,392,Rain,10.5,29,4,TRUE,FALSE,Compressor Stall,4,FALSE,Landing,Mountain,Fatal,111,222,Terrorism,0.06,Weather,0.84
FL9700,27-03-2023,17:42:47,Cessna 172,7.2,39688,15603,TRUE,5251,296,Rain,11.8,15,-5,FALSE,TRUE,Fuel System,0,TRUE,Landing,Runway,Minor,0,327,Bird Strike,0,Mechanical Failure,0.63
FL4012,02-02-2024,08:37:36,Boeing 737-700,15.6,46180,12126,FALSE,38975,277,Storm,6.5,25,43,FALSE,FALSE,None,0,TRUE,Descent,Mountain,Non-Fatal,0,133,Terrorism,0.75,Mechanical Failure,0.76
FL2518,28-08-2020,21:45:25,Airbus A321,14.3,68985,13527,FALSE,18806,394,Fog,2.5,21,20,FALSE,TRUE,Bird Strike,5,TRUE,Takeoff,Urban,Fatal,281,22,None,0.51,Human Error,0.99
FL9852,11-07-2020,10:44:58,Cessna 172,11.3,20357,7814,FALSE,13787,508,Snow,4.7,22,-1,TRUE,TRUE,Bird Strike,2,TRUE,Landing,Runway,Non-Fatal,0,201,Bird Strike,0.94,Weather,1
FL9392,21-10-2023,14:04:09,Boeing 767,18.9,56451,2361,TRUE,33912,513,Rain,7.6,27,25,FALSE,FALSE,Compressor Stall,2,FALSE,Cruise,Mountain,Minor,0,231,Bird Strike,0.45,Mechanical Failure,0.02
FL4313,13-06-2025,08:13:27,Boeing 787,23,65451,1644,TRUE,31386,285,Storm,11.7,11,14,FALSE,FALSE,None,3,TRUE,Approach,Runway,Minor,0,70,Terrorism,0.53,External,0.29
FL8116,28-01-2024,05:38:07,Boeing 747-400,4.9,10481,15258,FALSE,7206,473,Fog,5.4,23,-11,TRUE,TRUE,None,2,TRUE,Climb,Urban,Minor,0,88,None,0.21,Mechanical Failure,0.65
FL3555,25-09-2018,15:51:57,Airbus A350,11.3,51001,9357,FALSE,5150,405,Rain,3.7,33,-2,FALSE,FALSE,Compressor Stall,4,TRUE,Approach,Mountain,Non-Fatal,0,44,Bird Strike,0.66,Mechanical Failure,0.69
FL2051,04-11-2018,05:50:31,Cessna 172,3.4,8154,19834,FALSE,1548,258,Clear,10.9,1,21,FALSE,TRUE,Fuel System,5,TRUE,Cruise,Mountain,Minor,0,93,Bird Strike,0.17,Mechanical Failure,0.46
FL9191,15-02-2024,08:38:52,Embraer E175,5.7,17146,14724,FALSE,12507,332,Rain,11.8,32,38,TRUE,TRUE,Fuel System,0,FALSE,Climb,Ocean,Non-Fatal,0,63,Bird Strike,0.63,External,0.43
FL1135,07-11-2020,16:28:08,Boeing 737-900,21,33554,3668,FALSE,4743,452,Snow,6.8,11,-16,FALSE,TRUE,None,0,TRUE,Landing,Ocean,Non-Fatal,0,211,Terrorism,0.78,External,0.85
FL3369,13-05-2025,14:01:46,Boeing 747-800,14.7,25865,5247,TRUE,3394,516,Rain,8.9,18,33,FALSE,FALSE,None,1,FALSE,Landing,Urban,Minor,0,119,Bird Strike,0.91,Weather,0.8
FL7288,12-05-2022,00:15:34,Boeing 767,17.9,20667,7008,TRUE,20239,213,Fog,5.6,6,-4,FALSE,TRUE,Compressor Stall,4,FALSE,Takeoff,Urban,Minor,0,342,Bird Strike,0.98,Weather,0.54
FL7389,05-04-2019,10:33:36,Airbus A350,3.2,15072,19478,FALSE,4177,268,Snow,4.8,34,17,TRUE,TRUE,Compressor Stall,3,TRUE,Descent,Urban,Minor,0,55,Bird Strike,0.53,Mechanical Failure,0.27
FL6355,12-05-2020,17:52:09,Airbus A321,24.3,48237,3029,FALSE,9923,513,Clear,6.1,4,29,TRUE,FALSE,Compressor Stall,1,TRUE,Approach,Mountain,Non-Fatal,0,331,Terrorism,0.49,Weather,0.78
FL6728,28-11-2024,10:15:11,Boeing 767,23.6,19055,13129,TRUE,32275,525,Fog,2.4,27,21,TRUE,TRUE,Compressor Stall,0,TRUE,Descent,Rural,Non-Fatal,0,289,Bird Strike,0.95,ATC,0.31
FL8150,10-02-2021,09:14:37,Airbus A319,12.7,67599,7906,TRUE,23521,147,Storm,12.5,26,-5,TRUE,TRUE,None,0,FALSE,Cruise,Urban,Fatal,12,305,Terrorism,0.02,ATC,0.18
FL9327,26-09-2024,10:43:54,Airbus A350,12.6,16008,13002,FALSE,37055,290,Rain,9.8,17,-16,FALSE,FALSE,Bird Strike,2,TRUE,Takeoff,Runway,Fatal,102,196,Bird Strike,0.93,External,0.79
FL4849,19-10-2022,13:32:55,Boeing 747-800,10.7,69018,1607,TRUE,33250,180,Snow,13.2,28,-6,FALSE,TRUE,Compressor Stall,4,TRUE,Landing,Runway,Non-Fatal,0,194,Terrorism,0.71,Mechanical Failure,0.5
FL7509,29-01-2023,01:15:14,Airbus A321,3.8,24164,11353,FALSE,15158,373,Fog,8.1,0,33,TRUE,FALSE,None,1,FALSE,Approach,Rural,Non-Fatal,0,147,None,0.72,Weather,0.23
FL9563,10-06-2022,05:59:21,Boeing 747-800,19.4,32094,7138,FALSE,27737,362,Fog,3.7,12,41,FALSE,TRUE,Fuel System,4,TRUE,Approach,Urban,Fatal,283,43,Bird Strike,0.6,Mechanical Failure,0.71
FL8252,04-05-2020,20:18:31,Boeing 787,1.7,65558,7097,TRUE,318,518,Clear,1.5,30,25,FALSE,TRUE,Bird Strike,5,TRUE,Descent,Runway,Minor,0,338,Bird Strike,0.95,Weather,0.62
FL3145,26-10-2019,03:37:54,Boeing 737-900,5.6,5725,9969,TRUE,5120,348,Clear,7.7,32,33,FALSE,FALSE,Bird Strike,4,FALSE,Descent,Ocean,Non-Fatal,0,51,Bird Strike,0.69,External,0.96
FL6430,19-10-2019,15:22:18,Boeing 777,21.2,37399,3522,TRUE,32563,539,Snow,14.7,24,21,TRUE,TRUE,Compressor Stall,3,TRUE,Cruise,Runway,Non-Fatal,0,50,Bird Strike,0.3,Weather,0.37
FL3106,05-01-2024,16:27:49,Boeing 767,3.8,22481,1647,TRUE,17060,208,Snow,13.3,12,1,TRUE,FALSE,None,3,FALSE,Climb,Rural,Fatal,115,59,None,0.65,Mechanical Failure,0.77
FL2696,09-09-2023,11:46:41,Boeing 787,9,67028,7027,FALSE,7316,216,Rain,11.4,26,28,FALSE,FALSE,Compressor Stall,4,FALSE,Approach,Rural,Fatal,141,187,None,0.89,Mechanical Failure,0.17
FL1531,20-11-2019,05:10:39,Boeing 737-900,3,26365,3167,FALSE,11217,528,Snow,5.3,12,4,TRUE,TRUE,None,2,TRUE,Takeoff,Rural,Minor,0,256,None,0.77,External,0.41
FL0471,06-02-2021,12:46:36,Boeing 737-800,14.3,23849,18838,FALSE,21482,478,Fog,11.9,16,-3,TRUE,FALSE,Compressor Stall,1,TRUE,Descent,Rural,Non-Fatal,0,74,None,0.07,ATC,0.33
FL5178,10-06-2019,21:54:36,Airbus A380,8.6,48400,5689,TRUE,25590,493,Rain,6.7,15,17,FALSE,TRUE,Compressor Stall,0,FALSE,Descent,Mountain,Non-Fatal,0,262,None,0.47,Human Error,0.54
FL4528,07-03-2023,04:33:30,Boeing 737-600,18.2,33865,14974,FALSE,38706,310,Rain,5.8,18,19,TRUE,FALSE,Bird Strike,4,TRUE,Climb,Mountain,Fatal,198,37,Bird Strike,0.06,Human Error,0.7
FL1096,14-07-2021,21:16:35,Boeing 737-900,23,65718,17090,TRUE,20484,487,Snow,5.3,16,28,TRUE,TRUE,Compressor Stall,4,FALSE,Takeoff,Rural,Minor,0,252,Bird Strike,0.97,Human Error,0.9
FL2775,29-08-2018,09:56:28,Airbus A380,18.9,52690,10291,TRUE,35592,388,Fog,4.3,13,22,TRUE,FALSE,Fuel System,0,FALSE,Approach,Rural,Non-Fatal,0,210,Terrorism,0.25,Weather,0.19
FL0176,02-07-2020,03:22:27,Boeing 787,10,35240,1306,TRUE,25134,387,Fog,10.6,24,36,FALSE,FALSE,None,1,FALSE,Approach,Runway,Minor,0,44,Bird Strike,0.77,External,0.76
FL2169,05-06-2025,09:47:37,Airbus A321,6.8,60540,11772,FALSE,29459,121,Rain,9.5,18,42,FALSE,TRUE,Fuel System,1,FALSE,Descent,Mountain,Non-Fatal,0,106,Terrorism,0.21,ATC,0.85
FL7907,17-07-2022,23:02:05,Boeing 737-600,12.9,64591,8734,TRUE,16236,431,Rain,4.5,16,13,FALSE,TRUE,Compressor Stall,3,FALSE,Approach,Urban,Minor,0,41,None,0.57,Mechanical Failure,0.15
FL4549,26-08-2022,18:43:23,Bombardier CRJ,12.4,59036,13190,FALSE,3483,139,Rain,7.2,7,14,TRUE,FALSE,Fuel System,3,FALSE,Landing,Ocean,Fatal,335,10,Bird Strike,0.43,Mechanical Failure,0.92
FL1789,12-11-2023,17:17:43,Cessna 172,0.6,8217,8294,FALSE,12755,164,Clear,5.3,2,28,FALSE,FALSE,Compressor Stall,5,FALSE,Cruise,Ocean,Non-Fatal,0,328,None,0.61,Mechanical Failure,0.72
FL8779,12-04-2022,02:59:10,Boeing 747-800,1.4,31317,18589,TRUE,1714,470,Snow,4.7,11,36,TRUE,FALSE,Compressor Stall,1,FALSE,Cruise,Mountain,Fatal,21,258,None,0.67,Human Error,0.05
FL7993,08-10-2019,12:23:52,Boeing 747-400,5.1,13004,15554,TRUE,26298,171,Storm,3.1,25,42,FALSE,FALSE,Fuel System,0,TRUE,Descent,Urban,Fatal,307,30,Bird Strike,0.71,Mechanical Failure,0.25
FL1609,13-09-2023,07:25:41,Boeing 787,11.9,32763,17307,FALSE,34201,453,Storm,5,24,15,TRUE,FALSE,None,5,TRUE,Approach,Ocean,Fatal,44,188,Terrorism,0.29,External,0.19
FL2370,14-05-2023,06:08:16,Bombardier CRJ,11,68701,9919,TRUE,27057,151,Storm,0.6,34,23,FALSE,FALSE,Bird Strike,1,FALSE,Cruise,Urban,Fatal,106,33,Terrorism,0.81,Human Error,0.21
FL2682,14-09-2023,17:16:03,Airbus A320,24,63852,14583,FALSE,9944,281,Fog,12.1,13,6,FALSE,TRUE,Bird Strike,4,FALSE,Cruise,Mountain,Fatal,128,99,None,0.98,Mechanical Failure,0.36
FL4304,10-01-2024,20:10:54,Airbus A330,3.9,49418,17412,TRUE,29332,197,Clear,5,12,36,TRUE,TRUE,Fuel System,1,TRUE,Approach,Rural,Non-Fatal,0,272,None,0.07,External,0.84
FL7367,05-11-2018,10:34:36,Boeing 787,16.3,46970,2652,TRUE,29393,422,Snow,12.2,5,-8,FALSE,TRUE,Compressor Stall,4,TRUE,Descent,Ocean,Minor,0,228,Terrorism,0.38,Human Error,0.92
FL7614,19-10-2024,02:49:55,Airbus A320,18.8,63859,3424,FALSE,3027,486,Fog,1.4,18,8,TRUE,FALSE,Fuel System,2,FALSE,Landing,Rural,Fatal,107,228,Terrorism,0.5,Mechanical Failure,0.88
FL0690,16-06-2025,12:15:45,Boeing 767,5.1,27617,8212,TRUE,30556,260,Storm,13.7,27,30,FALSE,TRUE,Fuel System,3,FALSE,Cruise,Ocean,Minor,0,300,Terrorism,0.66,Weather,0.5
FL8537,07-09-2021,12:39:47,Boeing 767,9.9,42900,15474,TRUE,27980,226,Clear,6.5,15,22,FALSE,FALSE,Fuel System,4,TRUE,Climb,Urban,Non-Fatal,0,137,Bird Strike,0.26,Weather,0.35
FL3673,20-06-2019,20:20:13,Airbus A350,6.9,17529,14398,FALSE,34534,202,Clear,2.6,12,-2,FALSE,TRUE,Fuel System,4,TRUE,Cruise,Urban,Non-Fatal,0,63,None,0.95,Mechanical Failure,0.69
FL3529,16-03-2025,22:08:21,Boeing 767,11.9,43095,15788,FALSE,41866,265,Rain,6,29,8,FALSE,FALSE,Compressor Stall,3,FALSE,Takeoff,Mountain,Fatal,4,342,Bird Strike,0.43,Weather,0.2
FL2801,21-12-2019,14:55:57,Bombardier CRJ,20.7,49147,4711,FALSE,33889,428,Snow,4.9,33,31,TRUE,TRUE,Compressor Stall,4,FALSE,Cruise,Ocean,Minor,0,200,Terrorism,0.6,ATC,0.38
FL4394,24-06-2019,00:07:02,Cessna 172,11.1,53091,7422,TRUE,29092,522,Rain,5,5,-6,FALSE,TRUE,Fuel System,1,FALSE,Descent,Runway,Fatal,8,100,Terrorism,0.5,Weather,0.75
FL6324,19-10-2021,21:58:57,Boeing 767,11.1,9842,2771,TRUE,9091,248,Rain,14.9,32,-12,FALSE,TRUE,Compressor Stall,1,FALSE,Landing,Mountain,Non-Fatal,0,54,Bird Strike,0.16,ATC,0.06
FL9938,02-09-2019,11:22:17,Boeing 737-900,15.5,49531,6226,TRUE,33882,139,Fog,0.5,24,30,TRUE,TRUE,Bird Strike,1,FALSE,Approach,Mountain,Fatal,164,154,Terrorism,0.26,Human Error,0.62
FL6936,11-05-2024,11:34:12,Boeing 767,18,27550,14601,TRUE,2033,499,Snow,10.1,18,12,TRUE,TRUE,Bird Strike,0,TRUE,Climb,Runway,Non-Fatal,0,19,Bird Strike,0.84,ATC,0.91
FL4319,25-11-2021,13:47:39,Boeing 747-800,20.6,7517,10605,TRUE,22417,515,Snow,6.9,26,40,FALSE,TRUE,Bird Strike,5,FALSE,Approach,Runway,Minor,0,11,None,0.12,Weather,0.25
FL1722,07-07-2019,23:49:25,Boeing 737-600,14.4,57590,17950,FALSE,34806,235,Fog,7.3,0,28,FALSE,TRUE,Compressor Stall,5,TRUE,Approach,Mountain,Fatal,217,56,Bird Strike,0.74,Human Error,0.94
FL2314,12-05-2022,00:06:13,Boeing 747-800,18.2,20833,6756,TRUE,29735,174,Storm,9.2,13,11,TRUE,FALSE,Compressor Stall,2,FALSE,Takeoff,Urban,Non-Fatal,0,128,Terrorism,0.59,External,0.82
FL5781,25-09-2021,22:08:47,Airbus A321,5.2,34356,1985,FALSE,6942,224,Storm,2,8,-1,TRUE,TRUE,Compressor Stall,1,FALSE,Cruise,Rural,Fatal,286,59,Bird Strike,0.36,Weather,0.7
FL2205,05-05-2020,22:36:59,Airbus A320,7.4,9610,8545,TRUE,13925,216,Rain,3,31,21,FALSE,TRUE,Fuel System,3,TRUE,Climb,Ocean,Fatal,92,209,Terrorism,0.43,Mechanical Failure,0.75
FL7257,16-09-2020,02:30:01,Airbus A319,10.9,56872,17947,TRUE,8912,124,Fog,14.9,3,-12,FALSE,TRUE,Compressor Stall,2,TRUE,Climb,Mountain,Fatal,73,37,Terrorism,0.59,Human Error,0.84
FL3762,06-02-2019,21:42:02,Boeing 737-700,22.3,39416,10165,TRUE,24289,383,Rain,2.4,23,-10,FALSE,TRUE,Compressor Stall,0,TRUE,Climb,Ocean,Non-Fatal,0,175,Terrorism,0.92,ATC,0.76
FL6525,22-04-2022,12:05:42,Boeing 737-900,1.2,5709,17863,FALSE,18281,280,Clear,13.7,15,35,TRUE,FALSE,Fuel System,0,TRUE,Approach,Rural,Fatal,18,78,Bird Strike,0.05,ATC,0.06
FL6765,05-02-2020,05:47:26,Embraer E175,8.2,16208,14479,TRUE,12416,165,Rain,9.8,6,34,FALSE,FALSE,Bird Strike,1,TRUE,Cruise,Mountain,Minor,0,36,Terrorism,0.27,External,0.05
FL4609,21-01-2024,08:46:57,Airbus A330,15.9,61004,1432,TRUE,25573,516,Snow,2.2,29,18,TRUE,FALSE,Compressor Stall,4,FALSE,Climb,Rural,Non-Fatal,0,259,None,0.79,ATC,0.89
FL4184,01-01-2025,01:56:23,Boeing 737-600,7,5722,15110,FALSE,34158,455,Rain,11.4,31,34,TRUE,FALSE,Bird Strike,3,FALSE,Takeoff,Mountain,Minor,0,173,Terrorism,0.73,Mechanical Failure,0.42
FL3590,15-06-2020,20:28:14,Boeing 737-600,24.2,46344,6815,TRUE,9713,322,Fog,2.7,31,36,FALSE,FALSE,Fuel System,4,FALSE,Cruise,Rural,Non-Fatal,0,161,Bird Strike,0.74,Weather,0.5
FL0202,10-12-2019,11:10:03,Airbus A320,20,60449,1387,FALSE,24531,370,Rain,12.7,22,-17,TRUE,TRUE,None,2,FALSE,Descent,Urban,Fatal,95,73,None,0.46,Human Error,1
FL0194,10-01-2019,16:16:15,Airbus A320,8.8,23662,7996,TRUE,20378,458,Rain,12.8,15,0,TRUE,TRUE,Compressor Stall,5,FALSE,Landing,Runway,Fatal,321,6,None,0.75,Mechanical Failure,0.37
